INSPECTION_ID,INSPECTION_DATE,INSPECTION_METHOD,INSPECTION_REPORT_DATE,INSPECTION_NOTES,NUM_INSPECTION,NUM_POI,POI_ID_1,POI_COUNTY_1,POI_SOURCE_1,POI_TRIBUTARY_TO_1,POI_LATITUDE_1,POI_LONGITUDE_1,POI_DESCRIPTION_1,PRIMARY_POI_1,POI_ID_2,POI_COUNTY_2,POI_SOURCE_2,POI_TRIBUTARY_TO_2,POI_LATITUDE_2,POI_LONGITUDE_2,POI_DESCRIPTION_2,PRIMARY_POI_2,POI_ID_3,POI_COUNTY_3,POI_SOURCE_3,POI_TRIBUTARY_TO_3,POI_LATITUDE_3,POI_LONGITUDE_3,POI_DESCRIPTION_3,PRIMARY_POI_3,INVESTIGATION_ID,INVESTIGATION_TYPE,INVESTIGATION_START_DATE,INVESTIGATION_CLOSURE_DATE,NUM_OF_VIOLATIONS,ENF_CASE_NUMBER,ENFOCEMENT_ACTION_TYPE,ENF_CASE_CLOSURE_DATE,INVESTIGATION_LEAD_STAFF,INVEST_SECTION_OR_OFFICE,INVESTIGATION_SWEEP,RESOURCE_VALUE_PRIORITY,INVESTIGATION_SUMMARY,ASSOCIATED_WR_TO_INV
65,6/22/2009,,12/16/2011,,1,1,3383,Mendocino,East Fork Russian River,Russian River,39.198,-123.1827,A012919B 01,Y,,,,,,,,,,,,,,,,,1882,Compliance,6/22/2009,12/19/2011,1,ENF00046,Cease and Desist Order,1/7/2005,Matthew McCarthy,Water Rights - Other,,,,A012919B
66,11/6/2008,,3/18/2009,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2002,Compliance,4/9/2009,3/18/2009,2,ENF00071,"Administrative Civil Liability, Cease and Desist Order",6/17/2010,Chuck Arnold,Water Rights - Enforcement,,,Two inspections - 04/09/2008 and 11/06/2008.  Compliance issues (place of use) and storage outside season of diversion.,"A010795,A014178,A031743,A013684A,A013384"
69,7/13/2010,,8/5/2010,,1,1,6772,Sacramento,Unnamed stream,,38.65273951,-121.14419599,A030129 01,Y,,,,,,,,,,,,,,,,,2569,Compliance,7/13/2010,8/10/2010,3,ENF00085,Notification of Violations and Voluntary Compliance,2/23/2012,Chuck Arnold,Water Rights - Other,,,Depth-capacity curve enclosed with attached letter.,A030129
70,8/25/2010,Field,8/25/2010,,1,1,4204,Tehama,Deer Creek,,39.9628,-122.0334,A001041 01,Y,,,,,,,,,,,,,,,,,2635,Compliance,8/25/2010,8/25/2010,1,,,,Paul  Wells,Water Rights - Enforcement,,,,A001041
71,10/18/2010,,7/12/2011,,1,1,3790,Mendocino,Unnamed stream,,39.07397074,-123.44309586,A029679 01,Y,,,,,,,,,,,,,,,,,2841,Compliance,10/18/2010,8/9/2011,0,,,,Kevin Porzio,Water Rights - Enforcement,,,Redwood Grove has been submitted diversion records and is aware of the potential for unauthorized diversions under pending permit A030861.,A029679
72,10/25/2010,Field,12/16/2016,,1,3,764,Napa,Unnamed stream,,38.32259277,-122.23652818,A030303 01,Y,5790,Napa,Unnamed stream,,38.30994441,-122.24493744,A030303 01,,4893,Napa,Unnamed stream,,38.30898354,-122.24484703,A030303 02,,2843,Compliance,10/25/2010,12/16/2016,0,,,,Kevin Porzio,Water Rights - Enforcement,,,KPorzio - 12092016 - I've attached the Draft Report of Inspection for the October 2010 compliance investigation. The report was not finalized and is attached for staff to review site conditions during the time the inspection was conducted. ,A030303
73,10/25/2010,Field,12/16/2016,,1,5,763,Napa,Unnamed stream,,38.32259277,-122.23652818,A030303 01,Y,5789,Napa,Unnamed stream,,38.30994441,-122.24493744,A030303 01,,4892,Napa,Unnamed stream,,38.30898354,-122.24484703,A030303 02,,2844,Compliance,10/25/2010,12/16/2016,0,,,,Kevin Porzio,Water Rights - Enforcement,,,KPorzio - 12092016 - I've attached the Draft Report of Inspection for the October 2010 compliance investigation. The report was not finalized and is attached for staff to review site conditions during the time the inspection was conducted. ,"A029017,A030303"
74,11/9/2010,,7/11/2011,,1,1,6131,Napa,Unnamed stream,,38.3809151,-122.17410388,A029000 01,Y,,,,,,,,,,,,,,,,,2848,Compliance,11/9/2010,11/22/2011,0,,,,Kevin Porzio,Water Rights - Enforcement,,,"The letter of findings dated September 20, 2011 informed the Licensee of the additional acreage not coved by the license, and the threat of an unauthorized diversion because the point of diversion had no control mechanism in place at the time of inspection.

The agent, Wagner & Bonsignore, submitted a change petition for the expanded place of use on November 18, 2011.  The change petition also included photographs of the point of diversion which has been fitted with a control check valve.  The change petition for the additional place of use and the photographs of the check valve on the diversion pipe were pursued with due diligence before and after receiving the letter of compliance.  

Provided the change petition is granted, no further action is required pursuant to the terms and conditions of this license as of November 22, 2011. 
",A029000
75,11/17/2010,Field,12/16/2016,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2850,Compliance,11/17/2010,12/16/2016,0,,,,Kevin Porzio,Water Rights - Enforcement,,,KPorzio - 12092016 - I've attached the Draft Report of Inspection for the November 2010 compliance investigation. The report was not finalized and is attached for staff to review site conditions and records at the time the inspection was conducted. ,"A030006,A030004,A030005"
76,11/17/2010,Field,12/16/2016,,1,4,816,Napa,Unnamed stream,,38.30164721,-122.37061629,A030004 01,Y,4890,Napa,Unnamed stream,,38.30589709,-122.3725549,A030004 01,,1265,Napa,Unnamed stream,,38.30300665,-122.37480493,A030004 01,,2851,Compliance,11/17/2010,,0,,,,Kevin Porzio,Water Rights - Enforcement,,,KPorzio - 12092016 - See A030006-  I've attached the Draft Report of Inspection for the November 2010 compliance investigation. The report was not finalized and is attached for staff to review site conditions and records at the time the inspection was conducted. ,A030004
77,10/26/2010,,4/19/2011,,1,4,4611,Napa,Carneros Creek,,38.28393156,-122.37209249,A030396 04,Y,4574,Napa,Unnamed stream,,38.28806147,-122.36862994,A030396 02,,4174,Napa,Unnamed stream,,38.29013024,-122.36567912,A030396 03,,2853,Unauthorized Diversion,10/26/2010,4/19/2011,0,,,,Jeff  Wetzel,Water Rights - Enforcement,,,,A030396
78,11/2/2010,,,,1,3,4127,Mendocino,,,39.7023,-123.5609,A018702 03,Y,2502,Mendocino,Unnamed stream,Tenmile Creek,39.6982,-123.5225,A018702 02,,2492,Mendocino,Mud Springs Creek,Tenmile Creek,39.697,-123.5321,A018702 01,,2855,Compliance,11/2/2010,11/2/2010,0,,,,Jeff  Wetzel,Water Rights - Enforcement,,,,A018702
79,10/20/2010,,,,1,2,873,Napa,Unnamed stream,,38.26931308,-122.34902855,A024222A 01,Y,876,Napa,Carneros Creek,,38.26683445,-122.35145455,A024222A 01,,,,,,,,,,2857,Compliance,10/20/2010,,0,,,,Jeff  Wetzel,Water Rights - Enforcement,,,,A024222A
80,10/20/2010,,,,1,2,7060,Napa,Carneros Creek,,38.26683445,-122.35145455,A024222B 01,Y,872,Napa,Unnamed stream,,38.26931308,-122.34902855,A024222B 01,,,,,,,,,,2858,Compliance,10/20/2010,,0,,,,Jeff  Wetzel,Water Rights - Enforcement,,,,A024222B
81,10/5/2010,,,,1,1,3504,Sonoma,Big Sulphur Creek,,38.77291239,-122.75453154,A027177 01,Y,,,,,,,,,,,,,,,,,2860,Compliance,10/5/2010,,0,,,,Jeff  Wetzel,Water Rights - Enforcement,,,,A027177
82,10/5/2010,,,,1,1,3613,Sonoma,Big Sulphur Creek,,38.78606968,-122.77887906,A028319 01,Y,,,,,,,,,,,,,,,,,2861,Compliance,10/5/2010,,0,,,,Jeff  Wetzel,Water Rights - Enforcement,,,,A028319
84,6/8/2001,,6/18/2001,,1,1,4908,Santa Cruz,Hare Creek,,37.15458344,-122.17148011,A024172 01,Y,,,,,,,,,,,,,,,,,2996,Compliance,6/8/2001,6/18/2001,0,,,,John  O'Hagan,Water Rights - Enforcement,,,Initial compliance inspection,A024172
85,6/1/2006,,6/1/2006,,1,1,4906,Santa Cruz,Hare Creek,,37.15458344,-122.17148011,A024172 01,Y,,,,,,,,,,,,,,,,,2998,Compliance,6/1/2006,6/1/2006,0,,,,John  O'Hagan,Water Rights - Enforcement,,,,A024172
86,4/19/2011,Field,5/26/2011,,1,2,125,Sonoma,Unnamed stream,Petaluma River,38.1652,-122.5019,A031914 01,Y,4550,Sonoma,Unnamed stream,Petaluma River,38.3299,-122.503,S022327 01,,,,,,,,,,3025,Unauthorized Diversion,4/19/2011,5/26/2011,1,ENF00110,Notification of Violations and Voluntary Compliance,6/7/2012,Kyle  Wooldridge,Water Rights - Enforcement,,,,"A031914,UN000109,S022327"
87,8/22/2011,,8/22/2011,,1,1,5293,Napa,,,38.2407,-122.2713,NJ00020 1,Y,,,,,,,,,,,,,,,,,3203,Unauthorized Diversion,8/22/2011,9/24/2011,0,,,,Kevin Porzio,Water Rights - Enforcement,,,,NJ000020
88,12/5/2006,Field,1/30/2007,,1,1,5098,San Mateo,,,37.31567379,-122.29339206,A030241 01,Y,,,,,,,,,,,,,,,,,581,Unauthorized Diversion,12/5/2006,4/21/2008,1,ENF00062,Cease and Desist Order,4/23/2010,Chuck Arnold,Water Rights - Enforcement,,,,"NJ000002,A030241"
89,9/13/2001,Field,9/13/2001,,1,1,6219,Napa,Rector Creek,,38.44204115,-122.34498271,A010456 01,Y,,,,,,,,,,,,,,,,,1106,Compliance,9/13/2001,9/13/2001,1,ENF00035,Cease and Desist Order,5/11/2012,Kyle  Wooldridge,Water Rights - Enforcement,,,Found to be serving outside the place of use,A010456
90,9/17/2007,,9/17/2007,,1,1,2886,Trinity,Unnamed stream,,40.8575,-123.0499,A023617 01,Y,,,,,,,,,,,,,,,,,1382,Compliance,9/17/2007,9/17/2007,0,,,,Brian  Coats,Water Rights - Enforcement,,,,A023617
91,2/23/2006,Field,3/6/2006,,1,1,5223,Sonoma,Unnamed stream,Dry Creek,38.7114,-122.9397,A031730 01,Y,,,,,,,,,,,,,,,,,1822,Unauthorized Diversion,2/23/2006,3/6/2006,1,ENF00068,"Administrative Civil Liability, Cease and Desist Order",10/19/2011,Paul  Wells,Water Rights - Enforcement,,,,A031730
92,6/9/2008,,6/9/2008,,1,1,5618,Sonoma,Unnamed stream,Russian River,38.5904,-122.8132,A031746 01,Y,,,,,,,,,,,,,,,,,1964,Unauthorized Diversion,6/9/2008,6/9/2008,0,,,,Brian  Coats,Water Rights - Enforcement,,,,A031746
93,10/9/2008,,1/6/2009,,1,1,5661,Modoc,,,41.3975,-120.9651,NJ00004 01,Y,,,,,,,,,,,,,,,,,2382,Unauthorized Diversion,10/9/2008,1/6/2009,0,,,,Matthew Quint,Water Rights - Enforcement,,,"Bushey Lake collects water from an artesian and an agricultural well, but the facility sits on two streams that supply it during the winter & spring. His operation entails releasing water collected pursuant to an adjudication (4074) that is later pumped for irrigation. ",NJ000004
94,3/12/2013,Field,3/20/2013,,1,4,4553,Mendocino,,,38.9434,-123.1288,UN000668 01,Y,4227,Mendocino,Unnamed stream,,38.9434,-123.1288,S023871 01,,3902,Mendocino,Unnamed stream,Duncan Creek,38.94339808,-123.12881151,D032238 01,,4629,Unauthorized Diversion,3/5/2013,3/27/2013,2,ENF00544,Notification of Violations and Voluntary Compliance,1/31/2014,Ramon  Ruiz,Water Rights - Enforcement,,,AB2121 RID 1938 on Mendocino APN 047-100-41. Determined to be unauthorized seasonal storage for irrigation. Diverter filed S015790 in 2004 for direct diversion from another POD but no application for water right or Statement was ever filed for the reservoir.,"D032238,S015790,S023871,UN000668"
95,6/26/2013,Field,7/3/2013,,1,5,4298,Mendocino,,,38.9452,-123.543,UN000677 02,Y,7019,Mendocino,Unnamed stream,Unnamed stream,38.9453,-123.5427,S024152 01,,4502,Mendocino,Unnamed spring,,38.9452,-123.5433,S024153 01,,4743,Unauthorized Diversion,3/1/2013,1/29/2015,3,ENF00592,Notification of Violations and Voluntary Compliance,8/17/2017,Ramon  Ruiz,Water Rights - Enforcement,,,"AB2121 RID 1835 on Mendocino Co APN 026-490-56.  Inspection found unauthorized storage and failure to file statements.

07/16/2013 Findings letter with ROI","S024152,UN000677,H032333,S024153"
96,11/13/2013,Field,,,1,1,1510,Humboldt,China Creek,Redwood Creek,40.1169,-123.9382,S021494 01,Y,,,,,,,,,,,,,,,,,5234,Complaint,5/16/2013,11/7/2016,3,ENF01425,Notification of Violations and Voluntary Compliance,1/12/2015,Skyler  Anderson,Water Rights - Enforcement,,,"26 letters were issued on May 26, 2013, to the China Creek watershed in Humboldt County as a result of a compliant we received from DFW alleging a fish kill that occurred in October 2012.  China Creek supports ESA list coho, chinook, and steelhead and is tributary to Redwood Creek, South Fork Eel River.  
",S021494
97,9/15/2010,Field,10/13/2010,,2,2,3408,Mendocino,Unnamed stream,,38.92578815,-123.29366365,A030926 01,Y,7237,Mendocino,Unnamed stream,,38.92557807,-123.29032013,A030926 02,,,,,,,,,,2863,Unauthorized Diversion,9/15/2010,4/10/2012,1,ENF00099,"Administrative Civil Liability, Cease and Desist Order",,Kyle  Wooldridge,Water Rights - Enforcement,,,"Found Unauthorized Diversions, recommended ACL and CDO",A030926
98,10/20/2010,,12/30/2010,,1,1,4182,Napa,Conn Creek,Napa River,38.46944869,-122.39609958,A024433A03 01,Y,,,,,,,,,,,,,,,,,2873,Compliance,10/20/2010,12/30/2010,0,,,,Jeff  Wetzel,Water Rights - Enforcement,,,,A024433A03
99,10/20/2010,,12/30/2010,,1,1,264,Napa,Conn Creek,Napa River,38.4694758,-122.39617334,A024433B03 01,Y,,,,,,,,,,,,,,,,,2874,Compliance,10/20/2010,12/30/2010,1,ENF00098,Notification of Violations and Voluntary Compliance,,Jeff  Wetzel,Water Rights - Enforcement,,,,A024433B03
100,11/3/2010,,1/4/2011,,1,1,6373,Sonoma,Grub Creek,,38.44100396,-122.96807271,A031408 01,Y,,,,,,,,,,,,,,,,,2876,Unauthorized Diversion,11/3/2010,1/4/2011,0,,,,Cherilyn  Gehrt,Water Rights - Enforcement,,,"The water flowing through the reservoir is not held in storage, and so there is no diversion to storage. The reservoir is not subject to the permitting authority of the State Water Board.",A031408
101,11/20/2013,Field,,,1,2,7033,San Luis Obispo,Chorro Creek,,35.35454858,-120.8061676,S005296 01,Y,1442,San Luis Obispo,San Bernardo Creek,,35.36621321,-120.80086098,S005295 01,,,,,,,,,,5245,Unauthorized Diversion,9/9/2013,9/4/2018,0,,,,Kyle  Wooldridge,Water Rights - Enforcement,,Medium,"Complaint from CDFW and NMFS staff regarding Mr. Jones' diversion and export of water from his property near Chorro Creek in SLO County.  NMFS staff was notified that there were several fish kills near Mr. Jones' property, however Division staff is unaware of any evidence obtained by NMFS or of any prosecution for a take.  

Mr. Jones claimed the water diverted for export was in lieu of water diverted for irrigation, and was diverted under a Pre-1914 claim.  Mr. Jones has two Statements on file for these claims (S005295 and S005296).  Division staff did not find any clear evidence that the water was diverted in a manner inconsistent with the Pre-1914 claims, or that the Pre-1914 claims are invalid.  

Further investigation into the Pre-1914 claims is necessary to determine whether Mr. Jones' diversions were unauthorized.    

9/4/2018 - Closed due to lack of evidence that diversions caused public trust harm.","UN001233,S005296,S005295"
103,1/16/2008,,3/21/2008,,1,3,5876,El Dorado,Unnamed stream,,38.68029999,-120.8963565,A018566 01,Y,6387,El Dorado,Unnamed spring,,38.67924161,-120.89479642,A018566 01,,5927,El Dorado,Unnamed spring,,38.68089408,-120.90107689,A018566 02,,663,Compliance,1/16/2008,1/16/2008,0,,,,John Collins,Water Rights - Enforcement,,,,A018566
107,6/9/2008,,6/9/2008,,1,6,5224,Sonoma,,,38.5846,-122.8162,A031745 07 (POOS),Y,7144,Sonoma,Unnamed stream,Russian River,38.5908,-122.8088,A031745 03,,5620,Sonoma,Unnamed stream,Windsor Creek,38.5796,-122.8077,A031745 04,,1963,Unauthorized Diversion,6/9/2008,6/9/2008,0,,,,Chuck Arnold,Water Rights - Enforcement,,,,A031745
108,9/18/2007,,11/19/2008,,1,1,2885,Trinity,Unnamed stream,,40.8575,-123.0499,A023613 01,Y,,,,,,,,,,,,,,,,,1383,Compliance,9/18/2007,9/18/2007,0,,,,John Collins,Water Rights - Enforcement,,,,A023613
109,11/6/2008,,11/6/2008,,1,5,7120,Sonoma,Russian River,,38.5172,-122.8789,A014178 01,Y,6309,Sonoma,Russian River,,38.5178,-122.8815,A013684A 01,,6308,Sonoma,Russian River,,38.51777326,-122.88154163,A010795 01,,1402,Compliance,11/6/2008,11/6/2008,0,,,,Chuck Arnold,Water Rights - Enforcement,,,,"A010795,A014178,A013684A,A013384"
110,11/9/2010,,7/13/2011,,1,1,7273,Napa,Unnamed stream,,38.37324279,-122.16292347,A025119 01,Y,,,,,,,,,,,,,,,,,2846,Compliance,11/9/2010,9/22/2011,0,,,,Kevin Porzio,Water Rights - Enforcement,,,,A025119
111,11/2/2010,,,,1,4,4170,Mendocino,Unnamed stream,Tenmile Creek,39.7063,-123.5236,A030373 02,Y,2493,Mendocino,Unnamed stream,,39.6979,-123.5186,A030373 01,,2106,Mendocino,Unnamed stream,,39.7085,-123.5266,A030373 03,,2854,Compliance,11/2/2010,11/2/2010,0,,,,Jeff  Wetzel,Water Rights - Enforcement,,,,A030373
112,12/30/2010,Field,4/12/2011,,1,4,9133,Mendocino,Unnamed stream,Russian River,38.9839,-123.1234,"UN000102, A031988, S021080, S021397",Y,9136,Mendocino,Unnamed stream,Russian River,39.0119,-123.1415,onstream storage at A030554 and S021395,,9135,Mendocino,Unnamed stream,Russian River,39.0119,-123.1415,onstream storage under A030553 and S021396,,2977,Unauthorized Diversion,12/30/2010,2/13/2012,3,ENF00102,"Cease and Desist Order, Administrative Civil Liability",2/5/2019,Cherilyn  Gehrt,Water Rights - Enforcement,,,"Investigation for three reservoirs:

AB2121 RID #30 on APN 047-350-07; covered under pending A030554 but no statement.

NHD RID #1717 on APN 048-120-14; covered under pending A030556 but no statement.

Additional unidentified reservoir on APN 048-140-03 not covered by any known water right. Findings letter for this reservoir mailed 02/13/2012","A030553,A030554,S021080,S021395,S021396,S021397,A031988,UN000102"
113,2/7/2011,Field,6/13/2011,,1,3,5665,Sonoma,,,38.1703,-122.5156,UN00104 1,Y,4548,Sonoma,Unnamed stream,Petaluma River,38.1702,-122.5159,S022317 01,,4042,Sonoma,,,38.1703,-122.5158,A032424 1,,2979,Unauthorized Diversion,2/7/2011,5/25/2012,2,ENF00179,"Administrative Civil Liability, Cease and Desist Order",8/17/2015,Brian  Coats,Water Rights - Enforcement,,,AB2121 unauthorized reservoir investigation,"UN000104,A032424,S022317"
114,11/30/2010,Field,7/5/2011,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2981,Compliance,11/30/2010,11/30/2010,0,,,,Bill  Rigby,Water Rights - Enforcement,,,Pending ACL/CDO,"A026022B,A026022A,A029202,A029203"
116,3/21/2011,,7/12/2011,,1,1,5274,Napa,,,38.3675,-122.2896,UN00108 1,Y,,,,,,,,,,,,,,,,,3024,Unauthorized Diversion,3/21/2011,9/5/2012,1,,,,Paul  Wells,Water Rights - Enforcement,,,Reservoir owner has filed a Registration of Small Domestic Use Appropriation with DFG.,UN000108
117,3/4/2011,,4/22/2011,,1,1,5791,Sonoma,Unnamed stream,,38.591,-122.7647,UN00116 1,Y,,,,,,,,,,,,,,,,,3066,Unauthorized Diversion,3/4/2011,4/4/2011,1,,,,Jeff  Wetzel,Water Rights - Enforcement,,,AB2121 investigation of RID 1634 on Sonoma APN 132-120-056,UN000116
118,5/10/2011,,6/28/2011,,1,1,5792,Napa,,,38.528,-122.5547,NJ00014 1,Y,,,,,,,,,,,,,,,,,3067,Unauthorized Diversion,5/10/2011,6/28/2011,0,,,,Jeff  Wetzel,Water Rights - Enforcement,,,,NJ000014
119,9/29/2011,,11/3/2011,,1,1,5321,Napa,,,38.5718,-122.5473,UN00123 1,Y,,,,,,,,,,,,,,,,,3119,Unauthorized Diversion,7/28/2011,11/7/2011,0,,,,Jeff  Wetzel,Water Rights - Enforcement,,,,NJ000044
120,8/3/2011,,9/2/2011,,1,6,5506,Sonoma,,,38.5122,-123.0091,UN00169 3,Y,5505,Sonoma,,,38.5045,-123.0045,UN00169 2,,5496,Sonoma,,,38.5045,-123.0047,UN00169 1,,3179,Unauthorized Diversion,8/3/2011,9/2/2011,2,,,,Jeff  Wetzel,Water Rights - Enforcement,,,AB2121 investigation of RID 1471 on Napa APN 025-180-010,"A031956,UN000169"
121,2/26/2011,,4/11/2012,,1,1,5316,Napa,,,38.3517,-122.2884,UN00120 01,Y,,,,,,,,,,,,,,,,,3204,Unauthorized Diversion,8/18/2011,5/4/2012,0,,,,Kevin Porzio,Water Rights - Enforcement,,,"Letter of Findings puts owner on Notice to install a staff gauge and maintain frequent diversion, irrigation, frost protection, and staff gauge readings to demonstrate regulatory storage under a claimed riparian water right.",UN000120
122,11/16/2011,,11/16/2011,,1,1,5408,Napa,,,38.2316,-122.3275,UN00156 1,Y,,,,,,,,,,,,,,,,,3208,Unauthorized Diversion,9/2/2011,11/15/2011,0,,,,Kevin Porzio,Water Rights - Enforcement,,,"Investigation completed via review of USGS topo maps, aerial imagery and a phone conversation with the owner.  Based on this review it appears the reservoir fills from diffuse sheetflow and is not subject to the Board's permitting authority at this time.",NJ000021
123,6/9/2003,Field,8/5/2003,,1,2,5512,Mendocino,,,38.9978,-123.633,A031804 01,Y,4702,Mendocino,Alder Creek,Pacific Ocean,38.9972,-123.6328,S022805 01,,,,,,,,,,3301,Unauthorized Diversion,6/9/2003,8/5/2003,1,ENF00067,"Administrative Civil Liability, Cease and Desist Order",9/7/2010,Brian  Coats,Water Rights - Enforcement,,,,"S022805,A031804"
124,10/5/2010,,8/5/2011,,1,1,5348,San Joaquin,Middle River,San Joaquin River,37.8619,-121.3772,S016192 1,Y,,,,,,,,,,,,,,,,,3306,Unauthorized Diversion,12/28/2009,10/1/2011,1,ENF00077,Cease and Desist Order,11/16/2011,Chuck Arnold,Water Rights - Enforcement,,,,S016192
125,1/31/2006,Field,4/3/2006,,1,4,6471,Sonoma,Unnamed stream,,38.70760251,-122.83986371,A031622 02,Y,6456,Sonoma,Unnamed stream,,38.71303834,-122.8366122,A031622 04,,6035,Sonoma,Unnamed stream,,38.70919929,-122.83586617,A031622 03,,3315,Unauthorized Diversion,7/5/2005,4/3/2006,1,ENF00057,"Administrative Civil Liability, Cease and Desist Order",1/5/2007,Brian  Coats,Water Rights - Enforcement,,,Two unauthorized reservoirs on Sonoma APN 131-040-015.  Application filed 06/01/2006,A031622
126,10/25/2005,Field,10/3/2007,,1,6,2070,Lassen,Willow Creek,,40.45104868,-120.45585198,A027089 01,Y,2261,Lassen,Willow Creek,,40.45733733,-120.45390971,A027087 01,,2260,Lassen,Willow Creek,,40.45733733,-120.45390971,A025917 01,,3323,Complaint,10/1/2005,7/14/2008,1,ENF00084,"Administrative Civil Liability, Revocation - Statutory, Cease and Desist Order",4/28/2010,Laura  Lavallee,Water Rights - Enforcement,,,"Complaint (18-27-01) Violations to permits and lack of diligence to complete project - Recommend revocation.

Dams failed during storm event of Dec 2005 - Jan 2006.  Post failure inspection on June 28, 2007 found dams to be incapable of storing water without rebuilding.","A025917,A027088,A027089,A027087"
